Day,URL,City,State,Priority,Notes
Day 53,https://abedderworld.com/mattress-removal/florida/brandon/,Brandon,FL,P3,Pop: 114,626, Income: $64,782, Score: 6.71
Day 53,https://abedderworld.com/mattress-removal/washington/everett/,Everett,WA,P3,Pop: 113,127, Income: $63,988, Score: 6.69
Day 53,https://abedderworld.com/mattress-removal/florida/west-palm-beach/,West Palm Beach,FL,P3,Pop: 117,415, Income: $62,038, Score: 6.69
Day 53,https://abedderworld.com/mattress-removal/michigan/livonia/,Livonia,MI,P3,Pop: 93,971, Income: $71,708, Score: 6.69
Day 54,https://abedderworld.com/mattress-removal/virginia/hampton/,Hampton,VA,P3,Pop: 137,148, Income: $54,027, Score: 6.68
Day 54,https://abedderworld.com/mattress-removal/north-carolina/concord/,Concord,NC,P3,Pop: 96,341, Income: $67,788, Score: 6.66
Day 54,https://abedderworld.com/mattress-removal/california/norwalk/,Norwalk,CA,P3,Pop: 102,773, Income: $64,710, Score: 6.66
Day 54,https://abedderworld.com/mattress-removal/texas/pasadena/,Pasadena,TX,P3,Pop: 151,227, Income: $47,806, Score: 6.66
Day 54,https://abedderworld.com/mattress-removal/virginia/suffolk/,Suffolk,VA,P3,Pop: 94,324, Income: $68,102, Score: 6.66
Day 54,https://abedderworld.com/mattress-removal/new-jersey/elizabeth/,Elizabeth,NJ,P3,Pop: 137,298, Income: $50,847, Score: 6.65
Day 54,https://abedderworld.com/mattress-removal/florida/palm-bay/,Palm Bay,FL,P3,Pop: 119,760, Income: $56,104, Score: 6.64
Day 55,https://abedderworld.com/mattress-removal/massachusetts/lowell/,Lowell,MA,P3,Pop: 115,554, Income: $56,786, Score: 6.63
Day 55,https://abedderworld.com/mattress-removal/michigan/dearborn/,Dearborn,MI,P3,Pop: 109,976, Income: $58,934, Score: 6.63
Day 55,https://abedderworld.com/mattress-removal/rhode-island/warwick/,Warwick,RI,P3,Pop: 82,823, Income: $70,481, Score: 6.62
Day 55,https://abedderworld.com/mattress-removal/colorado/greeley/,Greeley,CO,P3,Pop: 108,795, Income: $58,194, Score: 6.62
Day 55,https://abedderworld.com/mattress-removal/new-hampshire/manchester/,Manchester,NH,P3,Pop: 115,644, Income: $54,506, Score: 6.61
Day 55,https://abedderworld.com/mattress-removal/rhode-island/cranston/,Cranston,RI,P4,Pop: 82,934, Income: $67,637, Score: 6.60
Day 55,https://abedderworld.com/mattress-removal/florida/clearwater/,Clearwater,FL,P4,Pop: 117,292, Income: $52,099, Score: 6.59
Day 56,https://abedderworld.com/mattress-removal/florida/lakeland/,Lakeland,FL,P4,Pop: 112,641, Income: $50,183, Score: 6.55
Day 56,https://abedderworld.com/mattress-removal/florida/pompano-beach/,Pompano Beach,FL,P4,Pop: 112,046, Income: $48,936, Score: 6.54
Day 56,https://abedderworld.com/mattress-removal/north-carolina/high-point/,High Point,NC,P4,Pop: 114,059, Income: $47,073, Score: 6.53
Day 56,https://abedderworld.com/mattress-removal/massachusetts/brockton/,Brockton,MA,P4,Pop: 105,643, Income: $50,013, Score: 6.52
Day 56,https://abedderworld.com/mattress-removal/new-york/cheektowaga/,Cheektowaga,NY,P4,Pop: 88,226, Income: $57,823, Score: 6.52
Day 56,https://abedderworld.com/mattress-removal/washington/bellingham/,Bellingham,WA,P4,Pop: 93,896, Income: $53,867, Score: 6.51
Day 56,https://abedderworld.com/mattress-removal/massachusetts/lynn/,Lynn,MA,P4,Pop: 94,654, Income: $48,224, Score: 6.46
Day 57,https://abedderworld.com/mattress-removal/ohio/parma/,Parma,OH,P4,Pop: 79,825, Income: $53,982, Score: 6.44
Day 57,https://abedderworld.com/mattress-removal/georgia/warner-robins/,Warner Robins,GA,P4,Pop: 80,308, Income: $51,983, Score: 6.42
Day 57,https://abedderworld.com/mattress-removal/north-carolina/chapel-hill/,Chapel Hill,NC,P4,Pop: 61,960, Income: $61,826, Score: 6.41
Day 57,https://abedderworld.com/mattress-removal/new-york/hempstead/,Hempstead,NY,P4,Pop: 59,169, Income: $62,331, Score: 6.40
Day 57,https://abedderworld.com/mattress-removal/michigan/westland/,Westland,MI,P4,Pop: 81,713, Income: $47,721, Score: 6.39
Day 57,https://abedderworld.com/mattress-removal/pennsylvania/bethlehem/,Bethlehem,PA,P4,Pop: 75,781, Income: $46,393, Score: 6.34
Day 57,https://abedderworld.com/mattress-removal/new-york/west-seneca/,West Seneca,NY,P4,Pop: 44,710, Income: $63,543, Score: 6.29
Day 58,https://abedderworld.com/mattress-removal/new-jersey/paterson/,Paterson,NJ,P4,Pop: 159,732, Income: $39,278, Score: 6.10
Day 58,https://abedderworld.com/mattress-removal/virginia/roanoke/,Roanoke,VA,P4,Pop: 99,897, Income: $49,832, Score: 6.00
Day 58,https://abedderworld.com/mattress-removal/ohio/dayton/,Dayton,OH,P4,Pop: 137,644, Income: $35,174, Score: 5.99
Day 58,https://abedderworld.com/mattress-removal/connecticut/waterbury/,Waterbury,CT,P4,Pop: 108,802, Income: $45,364, Score: 5.99
Day 58,https://abedderworld.com/mattress-removal/virginia/portsmouth/,Portsmouth,VA,P4,Pop: 97,915, Income: $48,759, Score: 5.98
Day 58,https://abedderworld.com/mattress-removal/washington/yakima/,Yakima,WA,P4,Pop: 96,968, Income: $42,352, Score: 5.91
Day 58,https://abedderworld.com/mattress-removal/massachusetts/new-bedford/,New Bedford,MA,P4,Pop: 101,079, Income: $39,140, Score: 5.90
Day 59,https://abedderworld.com/mattress-removal/north-carolina/gastonia/,Gastonia,NC,P4,Pop: 80,411, Income: $45,826, Score: 5.86
Day 59,https://abedderworld.com/mattress-removal/virginia/lynchburg/,Lynchburg,VA,P4,Pop: 79,009, Income: $44,581, Score: 5.84
